paperId,venueId,venueName
5bde28c8-ec39-4229-9265-c97490690a58,V108,IEEE Transactions on Information Theory
5be47167-828b-473c-a8bf-a73ddb476852,V21,Annals of Pure and Applied Logic
5be5d797-9c6c-4d57-8a1e-89fb90fb106a,V509,international conference on peer-to-peer computing
5be721f1-db7e-4a6f-a4f5-9e58a3779883,V621,supercomputing conference
5be78c94-889f-46fe-925e-939c08cb1cc6,V99,IEEE Transactions on Consumer Electronics
5be8bbd5-ed46-4def-9f61-7c364bf478dd,V137,Image and Vision Computing
5beab0ae-7024-4c2f-b1e4-7d45135cd35a,V331,cluster computing and the grid
5bf01418-18c8-4c92-ae55-a894438e74c8,V440,information processing in sensor networks
5bf0ae21-d578-4fb3-82f4-83353e1744a9,V11,ACM Transactions on Sensor Networks
5bf59499-322b-4b0d-b422-a10ee466fc29,V434,ieee symposium on security and privacy
5bfabc2b-1a40-4471-9484-bb70836831a4,V80,IEEE Journal on Selected Areas in Communications
5bfb1363-0372-4a2d-95bb-d4b8ac2334a6,V105,IEEE Transactions on Image Processing
5bfba7aa-8d90-4176-a54e-0173e41f4afe,V612,sensor mesh and ad hoc communications and networks
5bfc613f-fba8-456c-99c6-0431ad28d230,V508,international conference on pattern recognition
5bff56c7-bf4a-49b4-88ee-60f9f8a7170b,V473,international conference on data mining
5c00e110-40ca-4454-92fa-44e53bd0d17f,V60,Eurasip Journal on Wireless Communications and Networking
5c03a5f2-f936-48c3-a94e-2134e2e737a7,V398,european conference on parallel processing
5c076c32-8398-4459-a761-37c5a143c12e,V539,international symposium on neural networks
5c0c7457-effc-472e-a59c-a041f257a611,V147,International Journal of Advanced Intelligence Paradigms
5c13f2a5-0f30-48ac-87a9-51c3b590c46c,V595,pervasive technologies related to assistive environments
5c159b20-e221-4bdb-b7f9-b811a81e5d99,V627,symposium on operating systems principles
5c165ffc-b522-47c7-932c-bb01af0af2a8,V90,IEEE Transactions on Automatic Control
5c174e38-51d5-49e9-ac20-01b2eb1871f8,V412,global communications conference
5c1825a2-fde0-4f16-8072-0e4e45aa5f75,V324,automated software engineering
5c1a6b3f-d545-48d9-8705-f9942292068a,V503,international conference on networks
5c2116c9-ae14-46a9-9e82-162d614cc1b2,V194,Journal of Internet Services and Applications
5c23d183-d6c5-4baf-a311-617679c24cbc,V44,Computing
5c244822-855d-4159-80ae-391e7b63a6b9,V509,international conference on peer-to-peer computing
5c295fde-f553-4907-9f79-4f2910c2bd16,V519,international conference on tools with artificial intelligence
5c2c2de2-9228-426c-b0d2-a0e4d0fcfe9b,V559,meeting of the association for computational linguistics
5c337eca-ec21-419a-a6e8-78a5a958b166,V113,IEEE Transactions on Multimedia
5c359aec-e887-4b19-bdec-45498fa5aa66,V74,IEEE Communications Surveys and Tutorials
5c37583c-ed5e-4b34-ac58-9783a0671032,V663,workshops on enabling technologies: infrastracture for collaborative enterprises
5c3bca94-0f83-42fd-8b03-a032e1eb3999,V282,acm multimedia
5c3c2881-8817-4f9b-a4a7-4c933f2cb67f,V656,wireless communications and networking conference
5c3c93e1-9bab-4457-9830-165ad74a7d82,V33,Cognitive Science
5c3e49f3-81b8-46f7-a0cf-08c440e537b9,V122,IEEE Transactions on Speech and Audio Processing
5c465213-165a-41d6-9045-0033e5fa4a55,V281,acm ieee international conference on mobile computing and networking
5c48fac3-1bf5-4664-9f0d-8ddb22322af7,V126,IEEE Transactions on Wireless Communications
5c5a76fd-aa28-4cec-a22d-0b7bbc8ab254,V80,IEEE Journal on Selected Areas in Communications
5c60e3b0-291c-4708-b346-aa368d9f623f,V567,modeling analysis and simulation of wireless and mobile systems
5c67babb-a068-4764-bf89-9275d1f71351,V382,digital systems design
5c6a9d76-ae72-46f9-8ae1-ce9a740495b1,V105,IEEE Transactions on Image Processing
5c6dd056-91d4-486c-af40-e464949aac0f,V418,high performance computing and communications
5c74d958-51b7-47ac-b1d2-37b85fdb7c1e,V621,supercomputing conference
5c7722ca-d914-48b2-8af3-69344273788f,V292,advanced information networking and applications
5c77589a-3e06-4e33-b3fd-ef95c9850eff,V214,Lecture Notes in Computer Science
5c7b2f7e-14a4-4038-b048-3331156f4c54,V488,international conference on image processing
5c7e6eab-125f-4b9c-bf5b-51c4ffa49b3d,V108,IEEE Transactions on Information Theory
5c86e7e4-7c52-4ba1-9a19-cdd64ca7ee87,V278,Wireless Personal Communications
5c86e7ee-1976-420f-9ed4-cc5261a2466e,V129,IEEE\/ACM Transactions on Networking
5c8adbd8-2041-4f95-9578-af54abe40d67,V66,Frontiers in Neuroscience
5c8b0f03-3fa9-42d5-9462-1d45a5aebd1b,V458,international conference on cluster computing
5c90996c-0cc6-4648-b535-0060723edb5d,V472,international conference on data engineering
5c92791b-2964-416e-bf05-77040819fbd4,V72,IEEE Communications Letters
5c93ae2c-4202-4cb2-a366-d8fafdf2c04d,V365,congress on evolutionary computation
5c9ffa5f-79a6-4591-b2c0-bd78d10df663,V592,personal satellite services
5ca0dfe6-8513-40e0-9686-667e01a4aa9e,V114,IEEE Transactions on Network and Service Management
5ca4684c-d746-43f9-9d82-e874fb0acb46,V24,Artificial Life
5ca64bbf-78ec-4d95-843a-e55b045e120c,V41,Computers & Chemical Engineering
5ca7a24b-aedf-436a-a060-e963b75ab714,V352,conference of the international speech communication association
5cac9339-3389-42b5-afc8-50fdeecfac03,V632,symposium on theoretical aspects of computer science
5cb1f30e-8226-4397-a83d-5179090f37c9,V452,international conference on advanced learning technologies
5cb24cc1-b597-4ef7-9f4f-ff757b729323,V232,Neurocomputing
5cb9c58b-86c2-4b50-a47b-3d05028a6cb3,V357,conference on emerging network experiment and technology
5cc64869-3e76-4522-8411-b8e3b1ed628c,V660,workshop on applications of computer vision
5cc7de53-2025-452e-af3c-73bf2e08ca73,V123,IEEE Transactions on Vehicular Technology
5cce551c-e97f-479b-a361-175a9f0dfdf2,V463,international conference on computer communications and networks
5cd0acce-4b21-4712-875a-190f5d860189,V42,Computers & Operations Research
5cd263ac-40b4-45a6-b853-64b56ef42f81,V459,international conference on communications
5cd6a2f1-d538-4507-83fa-7009ae78e7d9,V512,international conference on quality software
5cd6e657-e520-4c45-8084-aa7f62bda96a,V593,"personal, indoor and mobile radio communications"
5cd7248a-1586-4256-b378-ad08e6c555ee,V60,Eurasip Journal on Wireless Communications and Networking
5ce06a69-c8b7-4f79-a064-d81ffba8ac27,V216,Management Science
5ce2d11b-c0d8-4bf9-8457-8295d0a91176,V343,computer and information technology
5ce8fd6d-04fb-4246-9c41-d08dc7fff985,V231,NeuroImage
5ced8cc8-e26b-404f-a3ff-207af45e9592,V423,high-performance computer architecture
5cf0d91f-d69b-4ab8-8a3b-ca011b51db10,V113,IEEE Transactions on Multimedia
5cf54904-ad82-490f-a4b3-e359e965d290,V113,IEEE Transactions on Multimedia
5cf65c30-a1b1-4855-b449-4fcb77c8eb6a,V556,many-task computing on grids and supercomputers
5cf6dd30-7ca0-405f-9a42-ef990d1f5b92,V555,machine vision applications
5d0b987d-eed9-42ce-9bf3-734d98824f1b,V124,IEEE Transactions on Very Large Scale Integration Systems
5d0ed01c-6421-4882-b2ca-45cc552dbfec,V193,Journal of Intelligent and Robotic Systems
5d1041ac-7704-4dcc-91af-cc55c9e7b693,V117,IEEE Transactions on Pattern Analysis and Machine Intelligence
5d12e969-32b9-43b4-af83-ed95ee74bb0b,V470,international conference on control and automation
5d186024-2967-40d3-ba85-ead7dcf40a36,V94,IEEE Transactions on Circuits and Systems for Video Technology
5d1c1331-1509-416a-81a3-a325998a2fbf,V582,operating systems design and implementation
5d1c74a2-452d-412d-b7b5-7aa678aca83a,V525,international parallel and distributed processing symposium
5d1cb4b7-07e5-4549-a541-919fcd94cf99,V107,IEEE Transactions on Information Forensics and Security
5d1f045d-33c3-47ce-8cc3-a7095250cbdb,V451,"international conference on acoustics, speech, and signal processing"
5d272303-60ec-4629-b9fe-23c704af7190,V241,Pattern Recognition
5d2c9c2f-320a-4f1b-9e12-93b0cffa7746,V123,IEEE Transactions on Vehicular Technology
5d2e0f96-6de0-442b-a812-9eb1c8daa6a0,V472,international conference on data engineering
5d2f83d9-62f6-4002-8060-b7c37cd67edb,V110,IEEE Transactions on Intelligent Transportation Systems
5d3170f5-2412-421c-9c39-c1e5e68331e2,V121,IEEE Transactions on Software Engineering
5d31f521-bf24-4312-9103-4b31aac6b5b6,V123,IEEE Transactions on Vehicular Technology
5d34813a-873f-4b99-9a58-67b7cfca18ea,V234,Numerical Algorithms
5d3ffcc7-acee-4c07-a271-97ce2c2cc68d,V108,IEEE Transactions on Information Theory
5d41cd2d-f120-419f-bd06-54b85823e255,V445,intelligent robots and systems
5d437ecc-066c-4603-a4f8-925c9d4bacd9,V623,symposium on cloud computing
5d4573b8-4431-435f-822d-7041f3df30ef,V654,"wireless and mobile computing, networking and communications"
5d4a74b2-db2d-4fe5-914e-ca235630c94a,V451,"international conference on acoustics, speech, and signal processing"
5d53a74b-07ce-4382-92ba-98765af09cf6,V103,IEEE Transactions on Geoscience and Remote Sensing
5d54557e-729f-4847-99d7-3bce38f3821f,V117,IEEE Transactions on Pattern Analysis and Machine Intelligence
5d54b2df-65b4-498b-8e0b-a120cc55b579,V116,IEEE Transactions on Parallel and Distributed Systems
5d59e275-9ff9-4d79-bffa-e615e68ddd87,V398,european conference on parallel processing
5d5dee0a-aca1-4a8b-a35c-e00594baca49,V445,intelligent robots and systems
5d6413d3-0b0c-47cf-adcc-08512f8f1e8d,V96,IEEE Transactions on Communications
5d73b80e-5ff4-4c1e-b629-4c5fadc4f91f,V101,IEEE Transactions on Emerging Topics in Computing
5d7468bc-ede1-4bf9-9c0c-29133b7b4bbf,V103,IEEE Transactions on Geoscience and Remote Sensing
5d754e8e-a0b2-42bf-90c0-a89dd12e55c9,V376,design automation conference
5d7e6376-e52b-4a8e-84e7-36b710b2c73f,V475,international conference on distributed computing systems
5d80bd59-bcc7-4767-a730-73feda46f5b8,V153,International Journal of Digital Curation
5d80ecc2-9478-430f-858e-e2df8a5c1c88,V511,international conference on program comprehension
5d83359c-4b3b-4a23-8d44-d7e7f704381b,V488,international conference on image processing
5d8511f9-6390-4e7b-b7da-ee0e621cf629,V509,international conference on peer-to-peer computing
5d919f83-ca66-404d-b27a-b2b76b6aaea9,V80,IEEE Journal on Selected Areas in Communications
5d92264e-a9fb-4905-a16a-ad18ebb87da3,V643,vehicular networking conference
5d9738da-a9b7-4e87-a885-3df8e7af7760,V537,international symposium on microarchitecture
5d9806ec-3f3e-438b-84af-27c57d03cea6,V238,Operations Research Letters
5d99f1e0-b842-4efe-9313-3e7fb97af97b,V348,computer software and applications conference
5d9c4006-b8bc-4708-82e5-4e1608681175,V534,international symposium on computers and communications
5d9e566b-1c1b-4cba-b4e7-c7a6272212b5,V389,embedded and real-time computing systems and applications
5da28e9e-0f64-41bc-b5de-1e8d110e6f75,V423,high-performance computer architecture
5da5fa90-0001-406b-8259-0955ee1b25e1,V563,mobile ad-hoc and sensor networks
5da8f3b6-f9e1-4d46-bcca-f0f2640e4a03,V175,Journal of Aerospace Computing Information and Communication
5da93eea-4345-4c1d-9d94-244b980b603b,V72,IEEE Communications Letters
5dacac31-352e-49eb-a86c-ac815ddf2a4a,V581,north american chapter of the association for computational linguistics
5db020eb-db78-4a41-be34-81264f7b7e07,V538,international symposium on multimedia
5db793e1-a968-444d-afee-5ef1b4461c12,V72,IEEE Communications Letters
5dbab50f-07cf-43ea-89c7-a7997363d72c,V530,international symposium on circuits and systems
5dbb2de2-993b-4a72-bf67-514f491b93d3,V429,ieee international conference on fuzzy systems
5dbf1f6f-eb6d-40b1-8a82-a3adbc3da16a,V565,mobile data management
5dcb6f4c-806d-4329-b5b8-c2d8146cbc43,V349,computer vision and pattern recognition
5dcb9635-3924-4658-99ca-5667d9fe2ad6,V108,IEEE Transactions on Information Theory
5dcbf2e3-9f35-4545-a9c1-7390de76ec03,V121,IEEE Transactions on Software Engineering
5dccd936-e4ca-40d7-87dd-cd26f5722cde,V282,acm multimedia
5dcf27b9-8f8c-4dd4-81eb-27d8a7ea738b,V256,Sensors
5dd09347-a516-468e-ab74-0abf261441f5,V123,IEEE Transactions on Vehicular Technology
5de1155d-d37c-49bc-95d2-aa90d355a694,V206,Journal of Systems and Software
5de23dcc-a0bd-4925-b184-f1029e82c3ad,V116,IEEE Transactions on Parallel and Distributed Systems
5de5d457-ca5a-48ab-b3f7-eccac74ba0c0,V533,international symposium on computer architecture
5de99dee-6647-4ebf-b20b-fe970cfd062b,V80,IEEE Journal on Selected Areas in Communications
5de9f62c-df44-4b31-97c0-cfe8dc1010cd,V179,Journal of Cognitive Neuroscience
5deedb99-d4b4-446a-8d3e-b964cd7510ff,V475,international conference on distributed computing systems
5df83b10-8b1a-4072-8892-bc38cec78de2,V609,self adaptive and self organizing systems
5dfc42fe-c720-4110-8b6b-26c559bf11c6,V536,international symposium on information theory
5e01344e-bcc9-4cc5-9f1d-bac99a9df9c6,V567,modeling analysis and simulation of wireless and mobile systems
5e041ff3-b291-4c8f-b17e-4dfbce2e2381,V377,"design, automation, and test in europe"
5e0456b0-699e-4cbd-a096-1cab7dd4c597,V105,IEEE Transactions on Image Processing
5e05cfca-f2a2-4220-881b-68385eb40403,V377,"design, automation, and test in europe"
5e08b38c-5890-41a0-8de8-dd66da505b90,V451,"international conference on acoustics, speech, and signal processing"
5e10abab-80ad-46bd-a72a-af48ecee3c84,V113,IEEE Transactions on Multimedia
5e15daf7-67e2-403d-b36c-36454c4efa8e,V575,network operations and management symposium
5e1625fe-0e11-42da-a95d-bc73cc822cce,V451,"international conference on acoustics, speech, and signal processing"
5e174571-6638-4472-9e7e-13ff1231b611,V463,international conference on computer communications and networks
5e205eb0-d127-4312-96c8-89397bd48903,V96,IEEE Transactions on Communications
5e27026c-8717-4d24-b10f-f908642af52c,V515,international conference on software engineering
5e28ff80-db61-4c18-b9e7-edb4c73c90a3,V96,IEEE Transactions on Communications
5e2a5734-97ec-4f34-9867-a28ea743c7d7,V178,Journal of Biomedical Semantics
5e2b4c01-4e64-4158-af69-855803701fd1,V524,international joint conference on natural language processing
5e2dd123-1859-49e3-99ae-1a37b9881b46,V14,Ad Hoc & Sensor Wireless Networks
5e2ddba0-096e-4708-9c6e-6ce6c459e250,V221,Mathematics of Operations Research
5e311d7c-9098-46b1-bcee-a00a9d91aa1f,V635,tests and proofs
5e322ed0-7464-482b-881c-81cbbf7f7971,V554,logic in computer science
5e32b35c-2256-4288-96b4-d1cb28ea78d7,V105,IEEE Transactions on Image Processing
5e34e7e5-3530-4e5d-a304-f4d68ad09f0a,V488,international conference on image processing
5e34fb9c-8587-400d-95a1-b8eaf9957b62,V11,ACM Transactions on Sensor Networks
5e38c47b-324b-494c-9724-13b33e34ed88,V445,intelligent robots and systems
5e39328c-8f65-4e81-807f-d49900bddc29,V559,meeting of the association for computational linguistics
5e3c9c7d-ba25-4b52-bb0c-aca785e1faea,V597,principles and practice of constraint programming
5e47a507-86bf-4471-9182-d7ec5d38aea6,V393,empirical methods in natural language processing
5e4d0f6e-14bf-4f3d-aa2f-2f5524d16cf9,V488,international conference on image processing
5e4d4dc0-a7c5-4fe4-8dd6-9720fef22195,V559,meeting of the association for computational linguistics
5e4f03b6-f082-4727-bccb-da164e7ed759,V451,"international conference on acoustics, speech, and signal processing"
5e4f2cbf-5aae-4914-85d1-e6d0e1c6411e,V274,Theoretical Computer Science
5e5678c9-c289-4c05-a853-45d3608f2567,V439,information hiding
5e5b86ca-8224-498d-832f-92532a1a0d7d,V120,IEEE Transactions on Signal Processing
5e5fa3cb-02e0-4413-8bdb-b27a3cf7ad58,V451,"international conference on acoustics, speech, and signal processing"
5e63e39a-23a3-4363-a8c7-048b83398991,V459,international conference on communications
5e63f0a2-e5c5-42f4-ae2e-6e06368b1b2f,V525,international parallel and distributed processing symposium
5e67103d-abd0-4f89-b211-9ef2b90a712c,V96,IEEE Transactions on Communications
5e694e05-fd93-46eb-bdc0-0f97011f28b1,V103,IEEE Transactions on Geoscience and Remote Sensing
5e6c8296-eb46-4b94-b15c-bd5e2c0715ea,V283,acm sigplan symposium on principles and practice of parallel programming
5e6fe19e-20de-437a-80e4-e89607eab7fe,V61,European Journal of Operational Research
5e738897-82a0-4580-9e30-ba1d2e120933,V34,Computational Linguistics
5e7ba4af-c306-4d63-b3a5-255169902563,V331,cluster computing and the grid
5e80a236-18d6-4216-868e-74492a97cee1,V230,Neural Computation
5e89cfac-5711-4cb9-baaf-674d55e65ee3,V108,IEEE Transactions on Information Theory
5e8acf23-c500-4a71-9eaf-e1cf54105b8e,V323,australian software engineering conference
5e9060c0-0345-4e43-9ca7-32407cfb17f3,V518,international conference on telecommunications
5e940678-75e9-4cff-8e5e-01334e163823,V77,IEEE Internet Computing
5e948d1c-72e3-40aa-987c-9c3d2f5be66a,V513,international conference on robotics and automation
5e9a747f-c87e-4cd4-986f-7fe13a29cabe,V571,national conference on artificial intelligence
5e9dec86-2c45-4583-9285-888ff95355f0,V105,IEEE Transactions on Image Processing
5e9ed5cf-5dd4-4a77-b39f-c4263f4ac1e6,V440,information processing in sensor networks
5ea4015b-cb63-48a1-9e5d-1eb6fdd0376b,V633,systems man and cybernetics
5ea6c771-63d2-4566-add7-9045ecdaf09b,V649,vision modeling and visualization
5ea85795-abf4-464d-8596-67b537e28673,V113,IEEE Transactions on Multimedia
5ea977fd-75e0-4b12-bef6-46a9bae41cd1,V118,IEEE Transactions on Reliability
5eacb4f4-01c4-4c61-950d-51c660e66622,V556,many-task computing on grids and supercomputers
5eae0bdd-31dc-4a14-9f5d-65b5808c9f8d,V412,global communications conference
5eafafd4-21e6-4925-8603-1b69542033bd,V232,Neurocomputing
5eb011fe-d14a-4d14-a817-10c3bf14518b,V472,international conference on data engineering
5eb4dd36-c119-4197-bb63-7b7dd12c3e66,V459,international conference on communications
5ec00aa0-3cbc-4d21-b73a-566f6a6943ae,V37,Computer Communications
5ecbccdc-dcf4-4cc2-afcf-ff23ce5252a9,V252,SIAM Journal on Scientific Computing
5ecc3113-61c8-4d68-bcf3-5cef82ea4a00,V131,IEICE Transactions on Information and Systems
5ecd82bf-addb-47b9-80bd-f47383962a61,V73,IEEE Communications Magazine
5ecdbc54-be0f-4549-9946-2425f2f40d37,V451,"international conference on acoustics, speech, and signal processing"
5ed545e4-e9d8-4ec5-b327-b6e9c3e0ad4b,V553,local computer networks
5ed82705-c67d-4d7a-a203-809bb5d2c3e9,V396,european conference on computer systems
5ed91dac-0848-4787-af62-1183688152da,V119,IEEE Transactions on Robotics
5ed9ae03-33b5-4e9c-be57-f515b68eb0b1,V425,human factors in computing systems
5ee54958-5f69-4c74-9536-724aab515497,V55,Environmental Modelling and Software
5ee5a15f-1041-4496-9062-226706d54f50,V96,IEEE Transactions on Communications
5ee969bf-4366-4f5f-af33-36de92b1e133,V81,IEEE Micro
5eeb419e-905f-4b1b-b1da-b9a1c72b91da,V290,adaptive agents and multi-agents systems
5eeb732c-0c7e-4d3c-ac76-094765e3e8cc,V108,IEEE Transactions on Information Theory
5eed6edd-265a-4f84-b2a3-c448b5869493,V216,Management Science
5eefd691-d122-4cb6-a656-ebb3ed04e37f,V112,IEEE Transactions on Mobile Computing
5ef137a8-5d57-4890-82a0-213b3cd9ecae,V599,programming language design and implementation
5ef4fbd3-dc01-44d7-9286-d0030c2c92d2,V337,computational intelligence and security
5ef7396e-ad6e-4f28-9791-0fe7d7f4ea9b,V80,IEEE Journal on Selected Areas in Communications
5efaf690-0f93-4806-848c-5872524c3023,V129,IEEE\/ACM Transactions on Networking
5efe9152-8c31-4cf4-95b4-847057fee172,V578,neural information processing systems
5f00b75e-6681-401a-8854-974e57e2fee0,V51,Electronic Notes in Theoretical Computer Science
5f017d67-d5b6-4630-a582-e22bc8b5ea68,V339,computational science and engineering
5f024cdf-e341-4021-b5a7-0313e7632528,V475,international conference on distributed computing systems
5f03a5d1-c840-437b-9026-3574d06cb873,V645,very large data bases
5f03cf55-388c-4ded-a0c8-6b3943fdc4bc,V358,conference on information and knowledge management
5f045364-248f-4136-a015-b9d1794fe0ff,V497,international conference on management of data
5f050e99-de77-4719-b9d0-c1664ecb6caa,V74,IEEE Communications Surveys and Tutorials
5f083c5c-5779-46c6-9fc7-a05d76124a7c,V230,Neural Computation
5f0a6b4e-1253-462f-b1f0-b1ef7a9c0987,V126,IEEE Transactions on Wireless Communications
5f11eea1-a3e1-4ac7-8edd-d43a271ce2d7,V429,ieee international conference on fuzzy systems
5f156591-8d84-4432-9af6-1d567fc80d77,V94,IEEE Transactions on Circuits and Systems for Video Technology
5f189c25-b62c-4110-8489-0d1ec81b21ca,V370,data compression conference
5f1d34d8-5636-4de7-b970-3e1ed83a2bb6,V465,international conference on computer graphics and interactive techniques
5f23efd2-f33c-49b9-a47e-46b12205a272,V525,international parallel and distributed processing symposium
5f2c5ff4-5439-492c-bb9d-37440116efeb,V377,"design, automation, and test in europe"
5f366fc9-bd8e-46e4-bff9-608abfbff9f2,V559,meeting of the association for computational linguistics
5f3db2ab-caa7-41e1-ba57-38e40303afce,V80,IEEE Journal on Selected Areas in Communications
5f3e27cd-38b9-4637-8b49-5b08fdaff332,V16,Advances in Software Engineering
5f402b2c-2e4a-46d5-855a-5542ab5f9cca,V206,Journal of Systems and Software
5f42995e-93e3-4563-a22a-c8fd2457a4a5,V181,Journal of Communications
5f4747eb-4a9c-4452-801e-61ae7207a8a4,V371,data management for sensor networks
5f5439c8-c1ca-4605-9a5c-a023be694a63,V448,"international colloquium on automata, languages and programming"
5f572b99-b3c3-4bdc-9fe8-98d0d6c51741,V445,intelligent robots and systems
5f582294-b37e-4117-b7b6-9a12e6580c61,V70,IEEE Access
5f58b6cc-54e1-44e0-a4ba-fea179ebf926,V115,IEEE Transactions on Neural Networks
5f5c31ae-0e3d-4a82-aa44-de66c8352854,V537,international symposium on microarchitecture
5f5ea0bf-c808-403b-86b1-d61721b8b7e3,V96,IEEE Transactions on Communications
5f69d89e-d27c-4133-8d11-ffca898fd4e0,V538,international symposium on multimedia
5f6adc7b-e14d-4684-8971-ce31554da1f7,V412,global communications conference
5f6fc273-57d6-48e1-9f83-d68b1db45b0f,V244,Performance Evaluation
5f7026c0-ea8a-42ff-af2d-8e3e929d092c,V348,computer software and applications conference
5f70e142-5296-41ed-a0b5-ed8a687f4571,V216,Management Science
5f78b227-8e6e-4413-8351-358d15080765,V284,acm special interest group on data communication
5f7dad9f-4c3a-489f-b6cc-1e97a5e38199,V499,international conference on multimedia and expo
5f7ee627-6d5b-4496-bae2-2e940a36f2e1,V559,meeting of the association for computational linguistics
5f8e7285-4306-47ee-b5a1-38f98466b26a,V97,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
5f8feb36-c7b6-4d23-a118-00b59f962f95,V578,neural information processing systems
5f90c9e8-9de6-46af-8186-981a8217eb69,V108,IEEE Transactions on Information Theory
5f92ad9f-61cd-46fb-b464-c316241f2870,V494,international conference on machine learning
5f972c17-2807-4605-9963-06e5dd5daa97,V412,global communications conference
5f9c4a85-d2e3-4767-b9c2-b9aea5d21490,V515,international conference on software engineering
5fa40b8f-0daf-480f-8109-0ba59606d475,V56,"Eurasip Journal on Audio, Speech, and Music Processing"
5fa53b6c-8400-4a39-8cd1-dd7ca49265bc,V108,IEEE Transactions on Information Theory
5fa9e7b5-3e65-4496-95a1-4b67d07761e6,V430,ieee international conference on high performance computing data and analytics
5fb1ca7a-fcc8-4281-842b-34886de6390a,V369,cyberworlds
5fb28ae3-e45b-44e2-935d-01c0a90e5751,V203,Journal of Parallel and Distributed Computing
5fb31055-588b-4984-b66b-4f37ddb0eda6,V331,cluster computing and the grid
5fb6f0ae-a538-4426-9a32-f74b0a7e5a5d,V488,international conference on image processing
5fbb96c0-21cd-403e-aa58-db2cbc5367ab,V72,IEEE Communications Letters
5fbdecaa-3bf4-4eaf-8fd7-ab32c69a9bcf,V316,asia pacific conference on circuits and systems
5fbfe8e4-d214-4527-8dba-e218c7fc5e48,V462,international conference on computer communications
5fc432a2-e935-4569-8783-1cf4b2373aee,V60,Eurasip Journal on Wireless Communications and Networking
5fc63e32-4f79-4fd2-85c1-4adc61f302ef,V528,international semantic web conference
5fcd9b83-8275-49c5-8e72-8bcaf0b859d9,V497,international conference on management of data
5fce4aed-aaef-491a-94a4-d176b16cab9f,V412,global communications conference
5fd48f57-de4a-48e0-a586-2df3a00459e2,V47,Decision Sciences
5fd7fca8-e470-4d9d-906a-cd3a1423255c,V28,Bioinformatics
5fd94e00-9bec-4120-a95f-a2506d19e27f,V539,international symposium on neural networks
5fe56ff8-abf3-47be-a52f-1349dfb32fa8,V492,international conference on intelligent computing
5fe884bb-0287-4590-8089-093012a9c7d6,V32,Cluster Computing
5feaa1ea-94a4-4642-9e66-3593be6a237f,V282,acm multimedia
5fee5011-4215-4135-a511-d4bafbdc0d6d,V530,international symposium on circuits and systems
5ff008d0-e856-4207-ba6f-d9de12bae802,V657,wireless personal multimedia communications
5ff028a0-a18a-483a-a8d2-72865763bc7a,V426,ieee automatic speech recognition and understanding workshop
5ff18aa9-ca9c-4d41-9577-d5030b379861,V96,IEEE Transactions on Communications
5ff53829-1244-4201-8caf-6fb9b65213e4,V116,IEEE Transactions on Parallel and Distributed Systems
5ffd7bfd-b06f-4a5d-b358-ed1cf6ac22f6,V468,international conference on computing theory and applications
601cad58-60c4-4ef7-80a5-ff1c2a072011,V272,The International Journal of Robotics Research
601d156c-e4ce-4387-8ebf-bc7cc9dcb720,V492,international conference on intelligent computing
601f154a-c106-4413-ad03-52a4f2893b2d,V201,Journal of Network and Computer Applications
601fc1d9-4f04-4e82-b680-5d4a53f2fac5,V495,international conference on machine learning and applications
60222ee8-2324-4f11-86c1-9d28729db2ba,V229,Natural Language Engineering
6023ca74-c9dc-4dd4-baad-63bc08e7d1c5,V126,IEEE Transactions on Wireless Communications
602503d1-fd36-4c12-ab30-3ae01512dc7e,V121,IEEE Transactions on Software Engineering
602a68a4-8319-46dc-b45f-f5f03e9f4dc8,V369,cyberworlds
603129f1-27fc-4653-83bb-dd6573256715,V488,international conference on image processing
603596f8-1bae-435d-a9cd-e1c5455d9eaa,V349,computer vision and pattern recognition
603e9cb0-121b-499b-ae0e-413858b8e0e9,V284,acm special interest group on data communication
603f5575-c093-491e-a0eb-6decae37e573,V107,IEEE Transactions on Information Forensics and Security
60434251-9ec0-49a4-898f-16451f4a922f,V625,symposium on discrete algorithms
6043bc37-f6bb-4d84-a157-00295f2e8b30,V350,computer-based medical systems
6044545f-a6aa-4441-a808-89f9dbf8f629,V118,IEEE Transactions on Reliability
6045537c-86f6-479d-8429-de20bc20a1da,V217,Manufacturing & Service Operations Management
60468a2e-c259-497e-b6bf-98e68c48bf36,V431,"ieee international conference on high performance computing, data, and analytics"
60469fa8-4b4c-4146-857f-abd99a747051,V236,Operating Systems Review
604c71b1-24d8-4343-a764-c30616dd7f26,V527,"international performance, computing, and communications conference"
6050b6c0-21f4-467d-83c9-2d5f8419bbd5,V96,IEEE Transactions on Communications
6053d066-14ce-425d-8d7e-f871dd6ec676,V266,Studia Informatica Universalis
6055f0af-5166-4a29-af48-9118dc4b5587,V96,IEEE Transactions on Communications
605aa7e8-271f-4f37-9015-001fa54ca512,V230,Neural Computation
60610ad2-634a-42a6-8991-7dea75d8c5c7,V217,Manufacturing & Service Operations Management
6064d21c-d302-4b45-955f-a2c919e36a2d,V64,Frontiers in Neuroinformatics
60668e57-05f2-4068-b577-ed7618bea14e,V434,ieee symposium on security and privacy
606ab5e5-f6f2-472c-97ff-c7feb798bb07,V399,european conference on symbolic and quantitative approaches to reasoning and uncertainty
6082b5b7-312b-4393-b415-fd389f3058f7,V109,IEEE Transactions on Instrumentation and Measurement
